P_NAME,P_MASS,P_RADIUS,P_DISTANCE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_HABITABLE,P_DENSITY,S_TEMPERATURE,S_MASS,S_RADIUS,S_LUMINOSITY
TOI-1259 A b,140.16233,11.456,0.0407,3.477978,0.0407,0.0,3.4978337,12.23484,1.0679854,155.17122,899.08863,995.05113848,0,0.093224979,4775.0,0.74,0.71,0.25703958
WASP-95 b,457.6752,13.787,0.03416,2.18467,0.03416,0.0,5.7616093,33.196141,2.4077857,1291.1131,1527.0061,1683.2486856000005,0,0.17464174,5830.0,1.46,1.23,1.5066071
HATS-43 b,82.95363,13.227,0.050179845,4.3888497,0.04944,0.173,2.5043038,6.2715378,0.47414665,166.12742,909.37196,1006.32166816,0,0.035846878,5099.0,0.84,0.81,0.39994475
WASP-37 b,572.07,13.002,0.0446,3.577469,0.0446,0.0,6.6331452,43.998616,3.3839883,478.99423,1191.7421,1315.7993416000002,0,0.26026675,5800.0,0.93,1.0,0.95279616
WASP-80 b,170.99254,11.198,0.034400069,3.0678523,0.0344,0.002,3.9076742,15.269918,1.363629,77.069756,754.77999,836.88886904,0,0.12177434,4143.0,0.58,0.59,0.091201084
CoRoT-19 b,352.78,14.46,0.051857213,3.89713,0.0518,0.047,4.9393276,24.396957,1.6872031,1305.6317,1530.6463,1687.2383448000005,0,0.11668071,6090.0,1.21,1.65,3.4994517
Qatar-4 b,1938.763,12.722,0.02803,1.8053564,0.02803,0.0,12.344817,152.39451,11.978817,612.00336,1267.0337,1398.3189352000002,0,0.94158287,5215.0,0.9,0.85,0.48083935
WASP-161 b,791.3967,12.812,0.0673,5.4060425,0.0673,1.9450901440419667e-07,7.8593866,61.769958,4.821258,979.42204,1425.0896,1571.5482016000003,0,0.37630799,6400.0,1.39,1.71,4.4360864
WASP-49 b,117.5971,12.442,0.0379,2.78174,0.0379,0.0,3.0743493,9.4516235,0.75965468,616.19984,1269.2001,1400.6933096000002,0,0.061055673,5600.0,0.92,0.97,0.88511561
WASP-63 b,117.5971,15.805,0.0574,4.37808,0.0574,0.0,2.727728,7.4404998,0.47076873,853.44633,1376.8726,1518.7023696,0,0.029786064,5550.0,1.28,1.86,2.8119008
HAT-P-13 b,270.462,14.258,0.043833877,2.91625,0.04383,0.0133,4.3553576,18.96914,1.3304208,1154.7699,1484.9409,1637.1452264000002,0,0.09331048,5653.0,1.32,1.76,2.2181964
GJ 1132 b,1.66,1.13,0.01567026,1.628931,0.0153,0.22,1.2120341,1.4690265,1.3000235,19.159754,528.0475,596.34667,0,1.1504633,3270.0,0.18,0.21,0.0043752211
WASP-69 b,92.1707,12.442,0.04525,3.86814,0.04525,0.0,2.7217695,7.4080293,0.59540502,166.25045,914.72472,1012.18829312,0,0.047854446,4700.0,0.98,0.86,0.34040819
HAT-P-35 b,335.62848,14.93,0.049789956,3.646706,0.04978,0.02,4.7413225,22.480139,1.5057026,974.93821,1423.349,1569.6405040000002,0,0.10085081,6096.0,1.24,1.44,2.4154608
MASCARA-4 b,985.273,17.15,0.047,2.82406,0.047,0.0,7.579599,57.450321,3.3498729,5531.008,2196.8519,2417.3996824000005,0,0.19532787,7800.0,1.75,1.92,12.217997
HAT-P-68 b,230.10892,12.016,0.029985181,2.2984055,0.02996,0.041,4.3760953,19.15021,1.5937258,185.47343,939.79506,1039.6653857600002,0,0.13263364,4508.0,0.68,0.67,0.16634127
WASP-4 b,376.94638,14.807,0.0226,1.3382315,0.0226,0.0,5.0455237,25.457309,1.7192753,1296.5316,1528.6058,1685.0019568000002,0,0.11611233,5400.0,0.86,0.89,0.6622165
WASP-29 b,73.1009,8.631,0.045720565,3.92273,0.0457,0.03,2.9102534,8.4695748,0.98129704,143.00892,880.77945,974.9842772,0,0.11369448,4800.0,0.77,0.79,0.29853826
HAT-P-40 b,152.5584,17.038,0.0608,4.45724,0.0608,0.0,2.992325,8.9540087,0.52553168,1622.5304,1616.7688,1781.6286048000004,0,0.030844681,6080.0,1.03,1.94,5.9979108
L 98-59 d,2.31,1.58,0.0506,7.450729,0.0506,0.0,1.2091424,1.4620253,0.92533248,4.402496,368.99837,416.72568,0,0.58565347,3412.0,0.31,0.31,0.011271975
K2-19 d,10.0,1.11,0.0344,2.5081,0.0344,0.0,3.0015011,9.009009,8.1162243,418.68087,1152.3131,1301.3565,0,7.3119138,5322.0,0.88,0.82,0.49545019
WASP-45 b,306.38812,10.604,0.039666638,3.126089,0.03963,0.043,5.3752801,28.893636,2.7247865,294.00433,1054.4778,1165.3576688,0,0.25695837,5150.0,0.85,0.86,0.46131757
WASP-173 A b,1172.7927,13.451,0.0248,1.3866532,0.0248,0.0,9.3375586,87.190001,6.482046,1968.3242,1696.7735,1869.313756,0,0.48190068,5800.0,1.05,1.11,1.2105981
WASP-71 b,441.7837,13.227,0.04622,2.90367,0.04622,0.0,5.7792857,33.400144,2.5251488,2743.7221,1843.6766,2030.3195536000003,0,0.19090866,6050.0,0.76,1.82,5.8613816
KELT-21 b,1242.7153,17.777,0.05224,3.6127647,0.05224,0.0,8.3609685,69.905794,3.932373,2944.3787,1876.4981,2066.2919176000005,0,0.22120566,7598.0,1.46,1.64,8.0352612
HAT-P-24 b,238.3725,14.572,0.04662395,3.35524,0.04651,0.07,4.044534,16.358256,1.1225814,1185.6976,1493.4592,1646.4812832000002,0,0.077036876,6373.0,1.37,1.38,2.5585859
WASP-66 b,746.9005,15.693,0.0546,4.08605,0.0546,0.0,6.8988768,47.594501,3.0328491,1454.1684,1573.0893,1733.7558728000004,0,0.19326127,6600.0,1.33,1.76,4.3351088
KOI-94 e,35.0,6.56,0.30465498,54.32031,0.3046,0.019,2.3098411,5.3353659,0.81331797,32.480193,608.09994,676.1275342399999,0,0.1239814,6182.0,1.28,1.52,3.013006
Qatar-8 b,117.91493,14.404,0.0474,3.71495,0.0474,0.0,2.8611646,8.1862628,0.56833261,752.39052,1334.1681,1471.8982376000004,0,0.039456582,5738.0,1.03,1.32,1.6904409
HD 219134 d,16.17,1.61,0.23925671,46.859,0.237,0.138,3.1691447,10.043478,6.2381853,4.7607847,374.935,420.57876,0,3.8746492,4699.0,0.81,0.78,0.26485001
HATS-40 b,505.3497,17.71,0.05240214,3.2642736,0.04997,0.312,5.341789,28.534709,1.6112202,3371.4767,1904.5015,2096.9836440000004,0,0.090977988,6460.0,1.56,2.26,7.9983426
TOI-270 d,4.78,2.133,0.072136915,11.379573,0.0721,0.032,1.4969887,2.2409752,1.0506213,3.7355275,354.08235,399.88037,0,0.49255568,3506.0,0.39,0.38,0.019408859
WASP-123 b,285.72917,14.773,0.04263,2.9776412,0.04263,0.0,4.3978756,19.34131,1.3092337,799.0415,1354.3847,1494.0556312000003,0,0.088623416,5740.0,1.17,1.29,1.4521116
TOI-824 b,18.467,2.926,0.02177,1.392978,0.02177,1.106270714178102e-07,2.5122393,6.3113465,2.1569879,411.41786,1147.2828,1267.0719488000002,0,0.73717973,4600.0,0.71,0.7,0.19498446
HATS-64 b,305.1168,18.82,0.066368101,4.908897,0.06562,0.151,4.0264587,16.21237,0.86144367,1729.5616,1635.7198,1802.3989008000003,0,0.045772777,6554.0,1.56,2.11,7.362071
EPIC 246851721 b,953.49,11.781,0.07229,6.180235,0.07229,2.015910809131776e-07,8.9963635,80.934556,6.8699224,642.45624,1282.5095,1415.280412,0,0.58313576,6202.0,1.32,1.59,3.3573761
WASP-32 b,835.8929,10.761,0.0394,2.71866,0.0394,0.0,8.813512,77.677995,7.2184736,1004.6333,1434.1732,1581.5038272000002,0,0.67079952,6140.0,0.72,0.95,1.5595525
HAT-P-55 b,189.42573,14.841,0.046948746,3.5852313,0.04628,0.17,3.5726289,12.763677,0.8600281,592.354,1249.8632,1379.5000672,0,0.057949471,5804.0,1.03,1.1,1.250259
TOI-451 b,4.31,1.91,0.0283,1.858703,0.0283,0.0,1.5021799,2.2565445,1.1814369,808.02934,1358.1774,1533.8479,0,0.61855336,5550.0,0.95,0.88,0.64714262
WASP-21 b,95.345,11.99,0.052,4.322482,0.052,0.0,2.8199368,7.9520434,0.66322297,744.72051,1330.7548,1468.1572608,0,0.055314676,5800.0,1.01,1.06,2.0137242
HD 63433 c,6.9,2.521,0.14799284,20.543791,0.1448,0.21,1.6543909,2.7370091,1.0856839,36.58109,621.2324,690.5207104,0,0.43065605,5688.0,0.99,0.91,0.74989421
HATS-35 b,388.38826,16.41,0.033487708,1.8209993,0.03199,0.306,4.8649542,23.667779,1.4422778,2994.4716,1850.2695,2037.5453720000005,0,0.087890179,6300.0,1.32,1.43,2.917427
TOI-1266 b,13.5,2.37,0.07389808,10.894843,0.0736,0.09,2.3866719,5.6962025,2.403461,4.8754019,377.95532,426.84115,0,1.0141186,3600.0,0.45,0.42,0.02630268
HAT-P-62 b,241.86742,12.027,0.037912391,2.6453235,0.03772,0.101,4.4844587,20.11037,1.6721019,871.13031,1381.2943,1523.5485528000002,0,0.13902901,5629.0,1.02,1.17,1.2331048
HD 219134 h,108.0622,12.7,3.115598,2247.0,3.11,0.06,2.9169907,8.5088346,0.66998698,0.032082069,107.73869,127.73160424000002,0,0.05275488,4913.0,0.79,0.77,0.30974193
K2-31 b,563.83042,11.882,0.022,1.25785,0.022,0.0,6.8885764,47.452484,3.9936445,1603.8164,1612.0866,1776.4969136000004,0,0.33610878,5280.0,0.91,0.78,0.77624712
WASP-42 b,167.49641,12.576,0.056207824,4.9816819,0.0561,0.062,3.6494842,13.318735,1.0590597,138.64704,873.50186,967.00803856,0,0.084212763,5315.0,0.95,0.89,0.43551187
WASP-20 b,98.841,16.388,0.06,4.8996284,0.06,0.0,2.4558712,6.0313034,0.36803169,604.91938,1263.3512,1394.2829152000002,0,0.022457389,5940.0,1.2,1.39,2.1777098
TOI-530 b,127.13136,9.303,0.052,6.387597,0.052,0.0,3.6967053,13.66563,1.4689488,18.113122,525.53064,585.63158144,0,0.15790055,3659.0,0.53,0.54,0.048977882
HATS-57 b,1000.211,12.767,0.034943693,2.350621,0.03493,0.028,8.8511844,78.343464,6.1364036,660.34841,1291.1572,1424.7582912000005,0,0.48064569,5587.0,1.03,0.96,0.80537844
G 9-40 b,11.7,2.025,0.0385,5.746007,0.0385,0.0,2.4037009,5.7777778,2.8532236,7.212379,417.4643,471.46033,0,1.4089993,3348.0,0.29,0.31,0.010690549
HD 191939 b,10.0,3.41,0.080438632,8.8803256,0.0804,0.031,1.7124694,2.9325513,0.85998572,100.62287,806.66942,893.75968432,0,0.25219523,5348.0,0.81,0.94,0.65012969
WASP-67 b,136.6669,12.89,0.05179,4.61442,0.05179,0.0,3.2561561,10.602552,0.82254091,189.45592,945.0978,1045.4771888000002,0,0.063812328,5200.0,0.91,0.88,0.50815944
WASP-127 b,52.3466,14.695,0.0484,4.178062,0.0484,0.0,1.8873804,3.5622048,0.24240931,805.95218,1357.3037,1497.2548552,0,0.01649604,5620.0,0.95,1.33,1.8879913
WASP-175 b,314.6517,13.54,0.04403,3.0652907,0.04403,0.0,4.8206512,23.238678,1.7162982,3173.2379,1911.9449,2105.1416104,0,0.12675762,6229.0,1.21,1.2,6.1517687
WASP-35 b,225.6593,14.572,0.04317,3.16158,0.04317,0.0,3.9352021,15.485815,1.0627104,747.54252,1332.0137,1469.5370152000005,0,0.072928243,5990.0,1.05,1.08,1.3931568
WASP-62 b,165.2716,14.796,0.0571,4.41195,0.0571,0.0,3.3421578,11.170019,0.75493504,680.34279,1301.0131,1435.5603576,0,0.051022915,6230.0,1.11,1.23,2.2181964
WASP-131 b,85.8141,13.675,0.0607,5.322023,0.0607,0.0,2.5050457,6.2752541,0.45888513,919.65009,1402.831,1547.152776,0,0.033556499,6030.0,1.06,1.53,3.3884416
TOI-431 c,2.83,1.49,0.052,4.8494,0.052,0.0,1.3781614,1.8993289,1.2747174,100.69162,806.95262,911.32619,0,0.855515,4850.0,0.78,0.73,0.27227013
HATS-45 b,222.481,14.415,0.056697168,4.1876244,0.05511,0.24,3.928612,15.433992,1.0706897,902.44665,1380.8499,1523.0614904,0,0.074276082,6450.0,1.27,1.32,2.6607251
WASP-121 b,367.72747,19.649,0.02596,1.274925,0.02596,0.0,4.3260627,18.714819,0.95245654,6537.1827,2290.59,2520.1366400000006,0,0.048473538,6776.0,1.36,1.46,4.4055486
XO-2 S c,435.409,13.6,0.48115212,120.8,0.4756,0.1528,5.6582124,32.015368,2.3540712,3.3701276,343.63,386.26848,0,0.17309347,5399.0,0.98,1.02,0.75335556
HATS-7 b,38.1396,6.311,0.040699734,3.185315,0.04012,0.17,2.4583232,6.0433529,0.95759038,232.08452,988.84609,1093.42531464,0,0.15173354,4985.0,0.85,0.82,0.36812897
TOI-1518 b,731.00534,21.017,0.038901945,1.902603,0.0389,0.01,5.8975946,34.781622,1.654928,19147.96,2996.5546,3293.8738416,0,0.078742351,7300.0,1.79,1.95,28.973436
HATS-72 b,39.85588,8.097,0.066522621,7.3279474,0.066517,0.013,2.2186262,4.9223021,0.60791677,49.564576,675.89432,750.4301747200001,0,0.07507926,4656.1,0.73,0.72,0.21928049
WASP-46 b,607.0553,13.159,0.023355651,1.4303676,0.02335,0.022,6.7920783,46.132328,3.5057624,1420.7948,1563.8429,1723.6218184000004,0,0.26641557,5600.0,0.83,0.86,0.7744618
WASP-140 b,775.5052,16.141,0.032335675,2.2359835,0.0323,0.047,6.9314986,48.045673,2.976623,487.61287,1196.5709,1321.0917064,0,0.18441379,5260.0,0.9,0.87,0.50815944
HAT-P-26 b,22.2481,7.062,0.04824488,4.23452,0.0479,0.12,1.7749356,3.1503965,0.44610542,192.07844,945.77882,1046.2235867200002,0,0.063169842,5079.0,1.12,0.87,0.43752211
HAT-P-41 b,378.2177,22.978,0.04258,2.69405,0.04258,0.0,4.0570916,16.459992,0.71633703,2342.0097,1772.1353,1951.9102888,0,0.031174908,6390.0,2.56,2.05,4.2461956
HD 191939 f,660.0,13.4,3.2,2200.0,3.2,0.0,7.0181003,49.253731,3.6756516,0.063489228,127.87178,149.79747088000002,0,0.27430236,5348.0,0.81,0.94,0.65012969
KELT-4 A b,286.68266,19.044,0.04317,2.9895932,0.04317,0.0,3.8799098,15.0537,0.79046943,1839.2294,1668.2406,1838.0416976000004,0,0.041507532,6206.0,1.2,1.6,3.4276779
WASP-84 c,15.2,1.95,0.02359,1.4468849,0.02359,1.1515854567382844e-07,2.7919298,7.7948718,3.9973702,850.24506,1375.5796,1553.501,0,2.0499334,5238.0,0.85,0.77,0.47315126
WASP-31 b,151.916,17.363,0.04659,3.4059096,0.04659,0.0,2.9579401,8.7494097,0.50391117,998.65293,1432.0341,1579.1593736000002,0,0.029022126,6302.0,1.16,1.25,2.1677041
TOI-776 c,5.3,2.02,0.10008,15.6653,0.1,0.04,1.6198032,2.6237624,1.2988923,4.9017111,378.92762,427.9392,0,0.64301597,3709.0,0.54,0.54,0.048977882
L 98-59 b,0.4,0.85,0.022026222,2.2531136,0.02191,0.103,0.68599434,0.47058824,0.55363322,23.606482,560.38918,632.87152,0,0.6513332,3415.0,0.27,0.3,0.011271975
Kepler-410 A b,8.44,2.838,0.12437157,17.833648,0.1226,0.17,1.7245073,2.9739253,1.0478947,183.8176,932.85454,1032.0585758400002,0,0.36923705,6273.0,1.21,1.35,2.7227013
K2-233 b,11.26,1.343,0.033183226,2.4675,0.03308,0.079,2.8955508,8.3842144,6.2428998,274.93401,1036.0895,1170.1003,0,4.6484734,5033.0,0.79,0.71,0.29991625
WASP-126 c,64.2,9.38,0.078851111,7.63,0.078752671,0.05,2.6161708,6.8443497,0.72967481,218.7827,979.26258,1082.92178768,0,0.077790491,5800.0,1.12,1.27,1.3551894
WASP-85 A b,402.05495,13.899,0.039,2.6556777,0.039,0.0,5.3783731,28.926898,2.0812215,558.30406,1238.2759,1366.8003864000002,0,0.14973894,6112.0,1.09,0.94,0.84918048
HD 106315 b,12.6,2.44,0.091092232,9.55237,0.0907,0.093,2.2724292,5.1639344,2.1163666,273.32018,1034.0958,1167.8487,0,0.86736335,6327.0,1.09,1.3,2.2387211
TOI-1130 c,325.69,13.32,0.071985092,8.350231,0.07191,0.0457,4.9448156,24.451201,1.8356758,27.094142,580.96283,646.3852616800001,0,0.1378135,4350.0,0.71,0.7,0.13995873
KELT-2 A b,540.311,15.132,0.05497,4.11379,0.05497,0.0,5.9754929,35.706516,2.3596693,1617.1434,1615.4252,1780.1560192000002,0,0.15593902,6327.0,1.54,1.93,4.8865236
WASP-19 b,366.77398,15.861,0.016521311,0.78883852,0.01652,0.0126,4.8087697,23.124266,1.4579324,3319.0546,1933.4831,2128.7474776000004,0,0.091919324,5616.0,0.97,1.01,0.9057326
K2-113 b,410.0007,12.14,0.0642,5.817685,0.0642,0.0,5.8114293,33.77271,2.7819366,247.70225,1010.6068,1117.2750528,0,0.22915458,5660.0,1.04,1.24,1.0209395
HATS-11 b,263.7989,18.03,0.05363046,3.619188,0.0507,0.34,3.8250633,14.631109,0.81148693,1046.3084,1416.1403,1561.7397688000003,0,0.045007594,6563.0,1.33,1.54,2.529298
WASP-158 b,886.7457,11.994,0.0517,3.656333,0.0517,0.0,8.5983976,73.932441,6.1641188,1137.6768,1479.4641,1631.1426536,0,0.51393354,6350.0,1.38,1.39,3.040885
